 1|  0|  0|  0|  1|  0|    0.5443E0|0.0000E0|-1.2360E0| 0.0000E0|  1.0432E0| 0.0000E0
 0|  0|  0|  1|  0|  0|    0.0470E0|0.0000E0|-0.1000E0| 0.0000E0|  0.0844E0| 0.0000E0
 1| -1|  0|  0|  0|  0|   -0.0555E0|0.0000E0| 0.1169E0| 0.0000E0| -0.0987E0| 0.0000E0
-1|  0|  0|  2| -1|  0|    0.1175E0|0.0000E0|-0.2332E0| 0.0000E0|  0.1968E0| 0.0000E0
-1|  0|  0|  2|  0|  0|   -1.8236E0|0.0000E0| 3.6018E0| 0.0000E0| -3.0399E0| 0.0000E0
-1|  0|  0|  2|  1|  0|    0.1316E0|0.0000E0|-0.2587E0| 0.0000E0|  0.2183E0| 0.0000E0
 1|  0| -2|  2| -1|  0|    0.0179E0|0.0000E0|-0.0344E0| 0.0000E0|  0.0290E0| 0.0000E0
-1| -1|  0|  2|  0|  0|   -0.0855E0|0.0000E0| 0.1542E0| 0.0000E0| -0.1302E0| 0.0000E0
 0|  2|  2| -2|  2|  0|   -0.0573E0|0.0000E0| 0.0395E0| 0.0000E0| -0.0333E0| 0.0000E0
 0|  1|  2| -2|  1|  0|    0.0329E0|0.0000E0|-0.0173E0| 0.0000E0|  0.0146E0| 0.0000E0
 0|  1|  2| -2|  2|  0|   -1.8847E0|0.0000E0| 0.9726E0| 0.0000E0| -0.8209E0| 0.0000E0
 0|  0|  2| -2|  0|  0|    0.2510E0|0.0000E0|-0.0910E0| 0.0000E0|  0.0768E0| 0.0000E0
 0|  0|  2| -2|  1|  0|    1.1703E0|0.0000E0|-0.4135E0| 0.0000E0|  0.3490E0| 0.0000E0
 0|  0|  2| -2|  2|  0|  -49.7174E0|0.4330E0|17.1056E0| 0.1490E0|-14.4370E0|-0.1257E0
 0|  2|  0|  0|  0|  0|   -0.1936E0|0.0000E0| 0.0666E0| 0.0000E0| -0.0562E0| 0.0000E0
 2|  0|  0| -2| -1|  0|    0.0489E0|0.0000E0|-0.0154E0| 0.0000E0|  0.0130E0| 0.0000E0
 2|  0|  0| -2|  0|  0|   -0.5471E0|0.0000E0| 0.1670E0| 0.0000E0| -0.1409E0| 0.0000E0
 2|  0|  0| -2|  1|  0|    0.0367E0|0.0000E0|-0.0108E0| 0.0000E0|  0.0092E0| 0.0000E0
 0| -1|  2| -2|  1|  0|   -0.0451E0|0.0000E0| 0.0082E0| 0.0000E0| -0.0069E0| 0.0000E0
 0|  1|  0|  0| -1|  0|    0.0921E0|0.0000E0|-0.0167E0| 0.0000E0|  0.0141E0| 0.0000E0
 0| -1|  2| -2|  2|  0|    0.8281E0|0.0000E0|-0.1425E0| 0.0000E0|  0.1202E0| 0.0000E0
 0|  1|  0|  0|  0|  0|  -15.8887E0|0.1530E0| 2.7332E0| 0.0267E0| -2.3068E0|-0.0222E0
 0|  1|  0|  0|  1|  0|   -0.1382E0|0.0000E0| 0.0225E0| 0.0000E0| -0.0190E0| 0.0000E0
 1|  0|  0| -1|  0|  0|    0.0348E0|0.0000E0|-0.0053E0| 0.0000E0|  0.0045E0| 0.0000E0
 2|  0| -2|  0|  0|  0|   -0.1372E0|0.0000E0|-0.0079E0| 0.0000E0|  0.0066E0| 0.0000E0
-2|  0|  2|  0|  1|  0|    0.4211E0|0.0000E0|-0.0203E0| 0.0000E0|  0.0171E0| 0.0000E0
-1|  1|  0|  1|  0|  0|   -0.0404E0|0.0000E0| 0.0008E0| 0.0000E0| -0.0007E0| 0.0000E0
 0|  0|  0|  0|  2|  0|    7.8998E0|0.0000E0| 0.1460E0| 0.0000E0| -0.1232E0| 0.0000E0
 0|  0|  0|  0|  1|  0|-1617.2681E0|0.0000E0|-14.9471E0|0.0000E0| 12.6153E0| 0.0000E0
